Sequence	Average_ProT	Average_HelT	Average_MGW	Average_Roll
seq76	-6.61578947368421	34.161	5.24263157894737	0.0535000000000001
seq77	-5.93315789473684	33.901	5.17157894736842	-0.382
seq78	-6.15473684210526	34.04	5.04684210526316	-1.0675
seq79	-5.4821052631579	33.872	5.12947368421053	-0.555
seq80	-4.86473684210526	34.01	5.06368421052632	-0.924
seq81	-6.80315789473684	34.4275	5.06631578947368	-0.939
seq82	-5.67684210526316	34.102	5.19578947368421	-0.2865
seq83	-5.73052631578947	34.0015	5.34894736842105	-0.0100000000000001
seq84	-7.50947368421053	34.4015	5.08263157894737	-0.633
seq85	-5.20684210526316	34.0405	5.28105263157895	-0.4245
seq86	-6.51368421052632	34.284	5.13894736842105	-0.5835
seq87	-5.9678947368421	34.0575	4.95789473684211	-1.5385
seq88	-6.85526315789474	34.1825	4.90789473684211	-1.2755
seq89	-7.48526315789474	34.461	5.07	-0.7335
seq90	-7.25578947368421	34.471	4.84526315789474	-1.225
seq91	-6.50947368421053	34.0705	5.28263157894737	0.0735
seq92	-5.04	34.0205	5.14473684210526	-0.5445
seq93	-7.95526315789474	34.733	4.76894736842105	-1.772
seq94	-5.15	33.99	5.18263157894737	-0.4285
seq95	-7.00684210526316	34.3205	5.06894736842105	-0.828
seq96	-6.03842105263158	34.2195	5.05789473684211	-0.9915
seq97	-5.56842105263158	34.21	5.09210526315789	-0.7785
seq98	-6.08368421052632	34.1685	5.24368421052632	-0.194
seq99	-6.96526315789474	34.3035	5.15157894736842	-0.156
seq100	-6.74315789473684	34.1435	5.02631578947368	-0.517
seq101	-5.57052631578947	33.8225	5.25526315789474	-0.1175
seq102	-4.57736842105263	33.952	5.11157894736842	-0.706
seq103	-6.05210526315789	34.087	5.20947368421053	-0.0389999999999999
seq104	-6.81736842105263	34.2865	4.99631578947368	-0.564
seq105	-4.88684210526316	33.634	5.12842105263158	-1.017
seq106	-4.60210526315789	33.912	5.22421052631579	-0.529
seq107	-5.52894736842105	34.252	4.97631578947368	-1.211
seq108	-6.80526315789474	34.2775	5.14105263157895	-0.6245
seq109	-6.08736842105263	34.3465	5.04315789473684	-0.95
seq110	-6.28421052631579	34.1105	4.95684210526316	-1.501
seq111	-6.72947368421053	34.3815	4.90157894736842	-1.2705
seq112	-5.96315789473684	34.22	4.96842105263158	-1.162
seq113	-6.28947368421053	34.327	4.99157894736842	-0.971
seq114	-5.46842105263158	34.053	4.97421052631579	-1.1725
seq115	-6.28631578947368	34.0445	5.07526315789474	-0.774
seq116	-4.93105263157895	34.222	5.0721052631579	-0.7555
seq117	-5.97210526315789	34.2435	5.15736842105263	-0.38
seq118	-4.06368421052632	33.916	5.09684210526316	-0.9155
seq119	-5.47736842105263	34.0235	5.08263157894737	-0.7325
seq120	-6.33631578947368	34.206	5.07684210526316	-0.6975
seq121	-5.56105263157895	34.064	5.00105263157895	-1.093
seq122	-4.34473684210526	34.0545	4.9	-1.7305
seq123	-5.55473684210526	34.2335	5.06210526315789	-0.848
seq124	-5.77105263157895	34.188	4.94421052631579	-1.116
seq125	-6.1778947368421	34.0705	5.15526315789474	-0.2375
seq126	-5.79842105263158	34.0345	5.10368421052632	-0.951
seq127	-4.97052631578947	34.0875	5.05105263157895	-1.2145
seq128	-6.09631578947368	34.3125	5.15315789473684	-0.571
seq129	-7.93105263157895	34.491	5.03052631578947	-0.458
seq130	-6.24578947368421	34.146	5.20105263157895	-0.3275
seq131	-6.86263157894737	34.4795	4.93684210526316	-0.792
seq132	-5.34631578947368	33.9195	5.08684210526316	-0.754
seq133	-7.01789473684211	34.427	4.99157894736842	-1.0915
seq134	-5.53157894736842	33.8945	5.17157894736842	-0.589
seq135	-6.48	34.259	4.95894736842105	-1.4495
seq136	-6.13947368421053	34.117	5.18210526315789	-0.436
seq137	-5.95368421052632	34.056	5.26421052631579	-0.337
seq138	-5.52315789473684	33.9495	5.14157894736842	-0.7055
seq139	-5.77894736842105	34.161	4.93947368421053	-1.1015
seq140	-5.12	34.145	4.97473684210526	-0.9765
seq141	-5.58894736842105	34.013	5.07842105263158	-0.839
seq142	-6.92210526315789	34.27	5.22684210526316	-0.347
seq143	-6.76473684210526	34.125	5.16736842105263	-0.0785
seq144	-6.81263157894737	34.305	5.04210526315789	-0.893
seq145	-5.49736842105263	34.0125	5.06473684210526	-0.7415
seq146	-5.47105263157895	33.9895	5.23	-0.2605
seq147	-5.21368421052632	34.082	4.98263157894737	-1.1795
seq148	-6.04894736842105	34.1395	5.07526315789474	-0.6015
seq149	-6.48736842105263	34.4275	4.86315789473684	-1.6925
seq150	-5.41157894736842	34.087	5.12210526315789	-0.72
seq151	-6.10421052631579	34.1145	5.12736842105263	-0.7605
seq152	-6.53105263157895	34.219	5.13526315789474	-0.2735
seq153	-7.02368421052632	34.483	4.99105263157895	-1.211
seq154	-7.90631578947368	34.5105	5.00315789473684	-0.7195
seq155	-5.26263157894737	34.247	5.07421052631579	-1.0225
seq156	-5.77105263157895	34.334	4.79473684210526	-1.775
seq157	-7.27578947368421	34.403	5.15421052631579	-0.556
seq158	-5.30789473684211	34.1785	5.20526315789474	-0.593
seq159	-6.64	34.3695	5.11052631578947	-0.6215
seq160	-6.79263157894737	34.451	5.18157894736842	-0.4305
seq161	-6.00157894736842	34.138	5.25210526315789	0.021
seq162	-5.23947368421053	33.839	5.09736842105263	-0.9605
seq163	-5.87421052631579	34.036	5.00526315789474	-1.0015
seq164	-6.50263157894737	34.353	4.89578947368421	-1.4445
seq165	-5.34263157894737	33.8815	5.03894736842105	-0.8075
seq166	-7.0321052631579	34.3445	5.11368421052632	-0.6865
seq167	-7.01842105263158	34.3605	5.12631578947368	-0.682
seq168	-5.65315789473684	34.02	5.12315789473684	-0.356
seq169	-5.53894736842105	34.169	5.04631578947368	-0.9035
seq170	-5.37421052631579	34.1495	5.11368421052632	-0.8
seq171	-6.06947368421053	34.1285	4.99421052631579	-0.9295
seq172	-6.22789473684211	34.2385	5.10947368421053	-0.3395
seq173	-5.15105263157895	33.897	5.31894736842105	-0.36
seq174	-6.18631578947368	34.4085	4.88736842105263	-1.552
seq175	-5.84789473684211	34.0735	5.10736842105263	-0.8645
seq176	-7.41578947368421	34.1975	5.07578947368421	-0.684
seq177	-4.39526315789474	34.0355	5.21210526315789	-0.4805
seq178	-5.85526315789474	34.2065	4.88315789473684	-1.674
seq179	-7.48578947368421	34.3525	5.02578947368421	-0.7905
seq180	-5.34736842105263	34.192	5.19157894736842	-0.4385
seq181	-6.25684210526316	34.268	4.96	-1.2755
seq182	-5.73105263157895	34.311	5.02842105263158	-0.706
seq183	-4.99421052631579	33.843	5.07842105263158	-0.5875
seq184	-6.02315789473684	34.1645	5.06473684210526	-0.5195
seq185	-5.50631578947368	33.8965	5.18842105263158	-0.608
seq186	-7.04421052631579	34.339	4.89263157894737	-1.0425
seq187	-6.22578947368421	34.093	5.04947368421053	-0.798
seq188	-5.11263157894737	33.943	5.15526315789474	-0.27
seq189	-5.92842105263158	33.9755	5.10263157894737	-0.6365
seq190	-6.83473684210526	34.2845	5.02105263157895	-0.755
seq191	-5.02526315789474	33.7595	5.29736842105263	0.00849999999999997
seq192	-8.55684210526316	34.513	5.25210526315789	0.255
seq193	-6.58736842105263	34.3535	5.02210526315789	-1.1735
seq194	-5.39105263157895	34.259	5.06105263157895	-0.998
seq195	-7.32894736842105	34.304	5.13631578947368	-0.1815
seq196	-6.65157894736842	34.215	5.08526315789474	-0.8055
seq197	-5.19315789473684	34.0375	4.96368421052632	-1.2395
seq198	-6.13	34.0895	5.21631578947368	-0.2245
seq199	-5.66789473684211	34.02	4.90526315789474	-1.713
seq200	-6.32421052631579	34.239	4.89894736842105	-1.5445
seq201	-6.21526315789474	34.0435	5.27	0.1105
seq202	-7.36631578947368	34.2715	5.23684210526316	-0.1385
seq203	-6.19736842105263	34.007	5.12842105263158	-0.6435
seq204	-5.70157894736842	34.133	4.94736842105263	-1.614
seq205	-7.03842105263158	34.2975	5.33526315789474	0.064
seq206	-6.77842105263158	34.37	5.01421052631579	-0.851
seq207	-6.16157894736842	34.2675	5.10421052631579	-0.4005
seq208	-7.26789473684211	34.6555	4.88894736842105	-1.4875
seq209	-7.69052631578947	34.2365	5.05736842105263	-0.9065
seq210	-5.16473684210526	34.0595	5.07894736842105	-0.633
seq211	-5.27263157894737	34.0305	5.04263157894737	-1.211
seq212	-6.73631578947368	34.2995	5.10578947368421	-0.7205
seq213	-5.64105263157895	34.037	5.01473684210526	-0.92
seq214	-5.46736842105263	33.783	5.30684210526316	-0.1575
seq215	-6.23	34.341	5.17052631578947	-0.4215
seq216	-5.48684210526316	33.966	5.11578947368421	-0.7735
seq217	-7.19157894736842	34.1845	5.15631578947368	-0.4545
seq218	-7.29	34.095	5.31789473684211	0.373
seq219	-7.11421052631579	34.482	4.89947368421053	-1.2665
seq220	-6.40578947368421	34.176	5.12052631578947	-0.6195
seq221	-5.72894736842105	33.9935	5.02789473684211	-1.2695
seq222	-6.44473684210526	34.303	5.1	-0.6745
seq223	-7.79315789473684	34.5355	5.15578947368421	-0.422
seq224	-5.79684210526316	34.0365	5.32421052631579	0.0205
seq225	-5.73473684210526	34.2235	5.02473684210526	-0.8105
seq226	-6.50368421052632	34.23	5.32105263157895	0.3095
seq227	-6.98736842105263	34.116	5.12473684210526	-0.4265
seq228	-5.59631578947368	34.1295	4.90157894736842	-1.561
seq229	-5.49736842105263	34.158	5.0721052631579	-1.265
seq230	-4.49368421052632	33.8385	5.20894736842105	-0.722
seq231	-4.85263157894737	34.02	5.01578947368421	-1.077
seq232	-6.17842105263158	34.096	5.07	-0.777
seq233	-4.30052631578947	33.926	5.04	-0.9325
seq234	-5.17473684210526	34.17	5.14736842105263	-0.7555
seq235	-7.70368421052632	34.312	5.05789473684211	-0.6155
seq236	-4.37	33.958	5.08631578947368	-1.152
seq237	-5.38473684210526	34.1535	5.08315789473684	-0.9895
seq238	-6.77842105263158	34.359	5.15684210526316	-0.437
seq239	-4.95631578947368	33.8725	5.09736842105263	-0.9045
seq240	-5.33157894736842	34.0335	5.01105263157895	-1.0425
seq241	-6.63	33.9635	5.19421052631579	-0.5755
seq242	-7.16894736842105	34.469	5.05263157894737	-0.589
seq243	-6.2421052631579	34.133	4.95263157894737	-1.006
seq244	-5.68842105263158	33.966	5.20684210526316	-0.284
seq245	-6.59736842105263	34.082	5.17	-0.2725
seq246	-4.95526315789474	33.962	5.05736842105263	-1.0905
seq247	-8.01631578947368	34.4985	4.98842105263158	-0.583
seq248	-5.73578947368421	34.0285	4.96894736842105	-1.009
seq249	-5.91578947368421	33.9175	5.17736842105263	-0.561
seq250	-6.64368421052632	34.3705	4.88105263157895	-1.3385
seq251	-5.88105263157895	33.9355	5.06473684210526	-0.6995
seq252	-4.20789473684211	33.952	5.04473684210526	-1.1055
seq253	-6.69105263157895	34.2505	5.22105263157895	-0.0565
seq254	-6.30631578947368	33.984	5.07105263157895	-0.7865
seq255	-5.99263157894737	34.0425	5.09210526315789	-0.626
seq256	-5.65789473684211	33.9785	5.08263157894737	-0.976
seq257	-5.56473684210526	34.0225	5.20157894736842	-0.7625
seq258	-5.49	34.1115	5.18263157894737	-0.3625
seq259	-5.09736842105263	34.152	5.06789473684211	-0.8615
seq260	-5.99526315789474	34.1135	5.26421052631579	-0.3085
seq261	-5.91947368421053	34.1645	5.16210526315789	-0.414
seq262	-7.20263157894737	34.4425	5.08315789473684	-0.8085
seq263	-6.32315789473684	34.356	5.17631578947368	-0.731
seq264	-6.11	34.039	4.96736842105263	-1.379
seq265	-6.44894736842105	34.4235	4.97684210526316	-1.015
seq266	-5.23	33.9845	5.13473684210526	-0.6245
seq267	-6.23105263157895	34.1475	5.11105263157895	-0.5035
seq268	-6.35157894736842	34.3805	4.9921052631579	-1.1675
seq269	-6.70736842105263	34.3665	4.95052631578947	-1.312
seq270	-5.24842105263158	34.1255	5.22526315789474	-0.5445
seq271	-6.07736842105263	34.163	4.88684210526316	-1.3045
seq272	-5.75052631578947	33.966	5.18736842105263	-0.609
seq273	-6.86473684210526	34.5455	4.90105263157895	-1.368
seq274	-7.55	34.3775	5.15210526315789	-0.394
seq275	-6.22736842105263	34.116	5.13263157894737	-0.473
seq276	-6.31578947368421	34.295	4.98210526315789	-1.0455
seq277	-4.19842105263158	33.9405	5.18315789473684	-0.6615
seq278	-5.81315789473684	34.04	5.06210526315789	-0.9045
seq279	-6.49736842105263	34.2225	5.16315789473684	-0.4665
seq280	-6.79210526315789	34.2685	4.97684210526316	-1.2145
seq281	-4.92263157894737	34.011	5.24157894736842	0.0364999999999999
seq282	-6.63684210526316	34.1585	5.13842105263158	-0.212
seq283	-6.00631578947368	34.3915	5.02631578947368	-0.807
seq284	-6.41315789473684	34.184	5.2178947368421	-0.249
seq285	-4.86157894736842	33.7915	5.21052631578947	-0.676
seq286	-4.34684210526316	33.906	4.97842105263158	-1.432
seq287	-7.64105263157895	34.5465	4.85157894736842	-1.3725
seq288	-6.15578947368421	33.956	5.19473684210526	-0.698
seq289	-6.20578947368421	34.1465	5.05052631578947	-1.06
seq290	-7.23315789473684	34.4795	5.03789473684211	-0.812
seq291	-4.78157894736842	34.0745	5.07684210526316	-1.097
seq292	-5.10473684210526	34.26	5.14789473684211	-0.6805
seq293	-7.02842105263158	34.212	5.22894736842105	-0.3205
seq294	-4.78368421052632	34.057	5.26315789473684	-0.31
seq295	-6.49684210526316	34.1025	5.09315789473684	-0.5295
seq296	-4.50526315789474	33.9875	5.29210526315789	-0.426
seq297	-7.30684210526316	34.5675	4.89947368421053	-1.3445
seq298	-7.77578947368421	34.419	5.02315789473684	-0.672
seq299	-5.90789473684211	33.9195	5.19473684210526	-0.766
seq300	-5.0478947368421	34.008	5.02947368421053	-1.022
seq301	-4.68631578947368	34.061	5.28789473684211	-0.5905
seq302	-5.58684210526316	34.081	5.21473684210526	-0.269
seq303	-5.53368421052632	34.2415	4.74789473684211	-1.8405
seq304	-5.33	34.0385	5.13157894736842	-1.0825
seq305	-6.49578947368421	34.2415	4.87368421052632	-1.8985
seq306	-5.98157894736842	34.2675	5.13842105263158	-0.451
seq307	-5.04631578947368	34.191	5.10473684210526	-0.715
seq308	-5.82684210526316	34.2335	5.23684210526316	-0.1795
seq309	-5.94157894736842	34.242	4.95789473684211	-1.213
seq310	-4.68631578947368	34.042	5.04315789473684	-0.965
seq311	-5.83842105263158	34.471	4.89315789473684	-1.2415
seq312	-4.87315789473684	33.9665	5.13052631578947	-0.7495
seq313	-6.66157894736842	33.9455	5.18	-0.2575
seq314	-4.88526315789474	34.086	5.05947368421053	-1.1145
seq315	-5.46631578947368	33.8525	5.19526315789474	-0.5075
seq316	-6.44894736842105	34.247	4.93736842105263	-1.035
seq317	-6.16052631578947	34.1135	5.18105263157895	-0.579
seq318	-6.24789473684211	34.198	5.11894736842105	-0.6505
seq319	-6.16157894736842	34.0415	5.11157894736842	-0.6605
seq320	-6.47368421052632	34.215	5.09	-0.8585
seq321	-5.19736842105263	33.9245	5.27105263157895	-0.2955
seq322	-5.82263157894737	34.19	5.03263157894737	-0.988
seq323	-7.37263157894737	34.2895	5.16947368421053	-0.596
seq324	-6.78684210526316	34.21	5.13684210526316	-0.3315
seq325	-6.21421052631579	34.3845	5.03315789473684	-1.1585
seq326	-5.16368421052632	34.052	5.07	-1.197
seq327	-5.74	34.148	4.99631578947368	-0.89
seq328	-6.69105263157895	34.094	5.07894736842105	-0.356
seq329	-6.75631578947368	34.203	4.86842105263158	-1.3755
seq330	-4.57736842105263	33.8225	5.08842105263158	-0.6555
seq331	-5.06736842105263	34.0135	4.99526315789474	-1.124
seq332	-6.13842105263158	34.209	4.98684210526316	-1.3595
seq333	-5.36315789473684	34.12	4.94684210526316	-1.48
seq334	-7.21526315789474	34.202	5.20631578947368	0.00699999999999995
seq335	-5.39157894736842	33.886	5.35631578947368	-0.017
seq336	-6.67210526315789	34.0335	5.20526315789474	-0.537
seq337	-5.83157894736842	34.0595	5.02315789473684	-0.9595
seq338	-7.34631578947368	34.665	4.94789473684211	-0.8905
seq339	-6.96105263157895	34.349	4.99	-0.7805
seq340	-6.9678947368421	34.037	5.12052631578947	-0.9495
seq341	-5.80736842105263	34.2	5.10526315789474	-0.508
seq342	-5.54894736842105	34.355	4.94789473684211	-1.312
seq343	-5.36736842105263	34.1005	4.96947368421053	-1.4565
seq344	-6.92263157894737	34.276	5.24736842105263	-0.086
seq345	-7.48947368421053	34.6095	4.78894736842105	-1.6975
seq346	-5.8878947368421	34.2375	4.86842105263158	-1.814
seq347	-4.88052631578947	34.0095	5.18736842105263	-0.6245
seq348	-5.03526315789474	33.927	5.04526315789474	-0.9955
seq349	-6.07947368421053	34.0835	5.13052631578947	-0.6855
seq350	-6.15421052631579	33.9885	5.22315789473684	-0.3355
seq351	-6.97736842105263	34.5425	4.88684210526316	-1.453
seq352	-6.23473684210526	34.2745	5.02263157894737	-0.662
seq353	-5.61736842105263	34.2225	5.19210526315789	-0.452
seq354	-7.03105263157895	34.5715	4.82315789473684	-1.9245
seq355	-5.30368421052632	34.065	5.27105263157895	-0.3235
seq356	-5.95789473684211	34.0685	5.17315789473684	-0.213
seq357	-4.81736842105263	34.115	5.29263157894737	-0.051
seq358	-4.74421052631579	33.785	5.13052631578947	-0.9765
seq359	-6.01052631578947	34.005	5.18789473684211	-0.5505
seq360	-5.08789473684211	33.973	4.97526315789474	-1.2915
seq361	-4.89368421052632	33.89	5.0178947368421	-1.1455
seq362	-6.03157894736842	33.961	5.0578947368421	-0.7565
seq363	-7.09736842105263	34.2625	5.20315789473684	-0.073
seq364	-4.58	33.86	5.09842105263158	-1.0605
seq365	-5.14421052631579	34.2975	4.98157894736842	-1.2445
seq366	-5.83421052631579	34.062	5.17736842105263	-0.645
seq367	-6.85947368421053	34.0985	5.06	-0.948
seq368	-4.95894736842105	33.9965	5.03315789473684	-1.028
seq369	-7.12052631578947	34.235	5.02736842105263	-0.743
seq370	-6.61157894736842	34.2515	4.95526315789474	-1.421
seq371	-7.08473684210526	34.5385	4.82105263157895	-1.7425
seq372	-6.68421052631579	34.3205	5.14210526315789	-0.3435
seq373	-6.41947368421053	34.1625	5.04736842105263	-0.745
seq374	-7.11894736842105	34.2505	5.11263157894737	-0.313
seq375	-6.06631578947368	34.049	5.13105263157895	-0.5605
seq376	-6.32	33.98	5.24052631578947	-0.322
seq377	-6.34473684210526	34.3295	4.98105263157895	-0.6975
seq378	-7.1	34.129	5.05526315789474	-0.559
seq379	-6.28894736842105	34.2535	5.02789473684211	-0.843
seq380	-6.61894736842105	34.297	5.11842105263158	-0.239
seq381	-6.54473684210526	34.4805	5.06842105263158	-0.9485
seq382	-5.92526315789474	33.914	5.03736842105263	-1.073
seq383	-6.22421052631579	34.0515	5.11263157894737	-0.7815
seq384	-5.86631578947368	34.0965	5.27684210526316	-0.2835
seq385	-5.37526315789474	34.17	5.12263157894737	-0.546
seq386	-8.04736842105263	34.3255	5.11315789473684	-0.442
seq387	-6.43842105263158	34.326	4.98210526315789	-1.1855
seq388	-5.16421052631579	34.1275	5.00105263157895	-1.1755
seq389	-6.69894736842105	34.395	5.19052631578947	-0.105
seq390	-5.46315789473684	33.9745	5.03894736842105	-0.86
seq391	-5.28473684210526	33.9525	5.14631578947368	-0.4205
seq392	-5.50052631578947	34.0395	5.12631578947368	-0.764
seq393	-4.65789473684211	33.9495	5.23894736842105	-0.403
seq394	-6.50526315789474	34.21	4.96368421052632	-1.276
seq395	-6.61631578947368	34.27	5.13157894736842	-0.777
seq396	-6.96210526315789	34.321	5.08368421052632	-0.735
seq397	-5.16052631578947	34.1645	5.09631578947368	-1.032
seq398	-6.52526315789474	34.265	5.01421052631579	-0.858
seq399	-4.29684210526316	33.9365	5.18315789473684	-0.5705
seq400	-6.07684210526316	34.1015	5.07315789473684	-0.7155
seq401	-6.83736842105263	34.428	4.91	-1.371
seq402	-3.73526315789474	33.748	5.02578947368421	-1.3245
seq403	-4.98105263157895	34.187	5.06105263157895	-0.7985
seq404	-6.45157894736842	34.4095	4.9821052631579	-1.017
seq405	-6.86105263157895	34.1885	5.22	0.2095
seq406	-5.45105263157895	33.7795	5.25157894736842	-0.2875
seq407	-6.63578947368421	34.016	5.27631578947368	0.1025
seq408	-5.50736842105263	33.9935	5.15894736842105	-0.2375
seq409	-5.07947368421053	34.0685	5.23052631578947	-0.2755
seq410	-7.80894736842105	34.3685	5.01736842105263	-0.8245
seq411	-7	34.151	5.17	-0.6455
seq412	-6.93052631578947	34.31	5.16789473684211	-0.4635
seq413	-8.17263157894737	34.726	5.04105263157895	-0.8405
seq414	-5.76789473684211	34.101	5.17105263157895	-0.3125
seq415	-6.06631578947368	34.1105	5.09421052631579	-0.525
seq416	-8.43	34.6075	5.19105263157895	-0.0595000000000001
seq417	-5.67421052631579	34.101	5.14842105263158	-0.361
seq418	-6.67684210526316	34.326	5.14157894736842	-0.39
seq419	-7.18526315789474	34.407	5.03578947368421	-0.4755
seq420	-6.55368421052632	34.407	5.03631578947368	-1.199
seq421	-6.50894736842105	34.2885	5.01473684210526	-1.06
seq422	-5.12578947368421	33.968	5.18157894736842	-0.8575
seq423	-5.95052631578947	34.137	5.11052631578947	-0.983
seq424	-5.04315789473684	34.099	5.13315789473684	-0.792
seq425	-6.47210526315789	34.2235	5.0978947368421	-0.324
seq426	-6.78421052631579	34.103	5.17578947368421	-0.186
seq427	-6.36105263157895	34.101	5.05473684210526	-0.6635
seq428	-6.60578947368421	34.3165	5.10842105263158	-0.8995
seq429	-4.79631578947368	33.7505	5.14736842105263	-0.6785
seq430	-6.16473684210526	34.207	5.12894736842105	-0.4025
seq431	-7.07157894736842	34.359	5.02421052631579	-0.8435
seq432	-7.75894736842105	34.508	4.94947368421053	-0.83
seq433	-7.27	34.2715	5.03	-0.8
seq434	-6.01894736842105	34.1555	5.04947368421053	-0.9555
seq435	-6.40947368421053	34.1845	5.20105263157895	-0.272
seq436	-6.03368421052632	34.2935	4.98947368421053	-1.1065
seq437	-7.68894736842105	34.1795	5.10421052631579	-0.6655
seq438	-5.87684210526316	34.1945	5.00578947368421	-1.0005
seq439	-5.73421052631579	34.217	5.17052631578947	-0.517
seq440	-7.02947368421053	34.6365	4.98736842105263	-0.922
seq441	-5.64578947368421	34.093	5.11526315789474	-0.7195
seq442	-4.89105263157895	33.914	5.18684210526316	-0.4305
seq443	-7.72842105263158	34.3795	5.08315789473684	-0.7985
seq444	-6.51947368421053	34.425	5.04473684210526	-0.465
seq445	-5.13157894736842	34.072	5.11473684210526	-0.8175
seq446	-6.87631578947368	34.163	5.26368421052632	-0.2205
seq447	-6.51842105263158	34.409	4.93263157894737	-1.26
seq448	-5.85	34.2265	4.94631578947368	-1.2685
seq449	-7.24263157894737	34.4405	4.96684210526316	-0.7535
seq450	-6.98052631578947	34.4265	5.03421052631579	-0.9105
seq451	-7.31	34.26	5.14842105263158	-0.238
seq452	-4.66526315789474	34.0315	5.24105263157895	-0.3735
seq453	-6.19052631578947	34.0215	4.99157894736842	-0.9605
seq454	-5.33473684210526	33.895	5.02421052631579	-1.1835
