Sequence	Average_ProT	Average_HelT	Average_MGW	Average_Roll
seq82	-7.82375	34.5935294117647	5.25875	0.307647058823529
seq83	-5.12375	34.2758823529412	4.79	-1.30352941176471
seq84	-6.148125	34.4194117647059	4.995625	-0.925882352941176
seq85	-5.576875	33.9823529411765	5.276875	0.0129411764705881
seq86	-6.363125	34.0176470588235	5.150625	-0.454117647058824
seq87	-4.92125	34.08	5.13625	-0.697647058823529
seq88	-6.416875	34.1670588235294	5.10125	-0.74
seq89	-7.01875	34.1558823529412	4.99125	-1.07352941176471
seq90	-6.93625	34.4458823529412	4.93375	-1.32764705882353
seq91	-7.583125	34.4635294117647	4.844375	-1.37470588235294
seq92	-5.93125	34.0176470588235	5.235	-0.0817647058823529
seq93	-6.943125	34.2117647058824	5.185	-0.294705882352941
seq94	-8.38875	34.7141176470588	4.7525	-1.77470588235294
seq95	-6.451875	34.1817647058824	4.9675	-1.05823529411765
seq96	-7.2	34.3958823529412	5.22125	-0.277647058823529
seq97	-5.045	34.0041176470588	4.970625	-1.30352941176471
seq98	-6.616875	34.4417647058824	5.146875	-0.238235294117647
seq99	-5.1975	33.9258823529412	5.081875	-0.813529411764706
seq100	-7.409375	34.2129411764706	5.23375	-0.0247058823529412
seq101	-6.06875	34.2311764705882	5.01875	-1.18
seq102	-8.090625	34.4382352941176	4.896875	-1.27352941176471
seq103	-7.963125	34.3805882352941	5.07875	-0.912941176470588
seq104	-5.88375	34.1947058823529	4.915625	-1.69882352941176
seq105	-7.460625	34.4976470588235	4.93625	-1.24529411764706
seq106	-5.461875	34.1976470588235	5.130625	-1.06294117647059
seq107	-7.963125	34.5717647058824	4.923125	-1.11176470588235
seq108	-9.56875	35.3194117647059	4.420625	-2.92176470588235
seq109	-7.419375	34.8535294117647	4.58625	-2.67764705882353
seq110	-5.95125	34.2335294117647	4.865	-1.75647058823529
seq111	-8.71375	34.8235294117647	4.869375	-1.47647058823529
seq112	-6.44125	34.5064705882353	4.87125	-1.59352941176471
seq113	-6.675625	34.4782352941176	4.709375	-2.18882352941176
seq114	-5.895625	34.2370588235294	5.07	-1.03647058823529
seq115	-7.91625	34.7241176470588	4.826875	-1.45705882352941
seq116	-5.95375	34.2370588235294	4.93875	-1.34411764705882
seq117	-4.4925	34.2252941176471	4.97125	-1.35411764705882
seq118	-7.32625	34.3864705882353	4.86875	-1.38705882352941
seq119	-7.483125	34.6176470588235	5.058125	-0.828235294117647
seq120	-7.993125	34.2964705882353	5.136875	-0.506470588235294
seq121	-5.730625	34.2652941176471	5.046875	-0.79
seq122	-8.53875	34.5605882352941	5.155	-0.417058823529412
seq123	-5.724375	34.3188235294118	5.0325	-0.787647058823529
seq124	-7.1075	34.4841176470588	5.1125	-0.193529411764706
seq125	-6.736875	34.8376470588235	4.925	-1.00764705882353
seq126	-10.184375	35.36	4.63375	-1.67588235294118
seq127	-5.3525	34.0764705882353	5.22375	-0.365294117647059
seq128	-5.619375	34.0541176470588	5.18	-0.660588235294118
seq129	-5.919375	34.3988235294118	5.000625	-1.21470588235294
seq130	-3.558125	33.9605882352941	5.069375	-1.08823529411765
seq131	-5.206875	34.3023529411765	4.96375	-1.47823529411765
seq132	-4.839375	34.4105882352941	4.8575	-1.96941176470588
seq133	-7.169375	34.7305882352941	4.849375	-1.53176470588235
seq134	-5.110625	34.1964705882353	4.81875	-1.67058823529412
seq135	-6.205625	34.4829411764706	4.991875	-1.27117647058824
seq136	-6.241875	34.15	5.17	-0.82
seq137	-4.141875	34.0811764705882	5.209375	-0.359411764705882
seq138	-5.54	34.2947058823529	4.96375	-1.32647058823529
seq139	-5.45625	34.2570588235294	4.943125	-1.66117647058824
seq140	-6.836875	34.5211764705882	5.141875	-0.721176470588235
seq141	-9.0575	35.1611764705882	4.631875	-1.66
seq142	-5.99625	34.5341176470588	4.77375	-1.91588235294118
seq143	-4.56	34.0576470588235	5.1	-0.627058823529412
seq144	-7.98875	34.4358823529412	4.946875	-1.28705882352941
seq145	-7.744375	34.1005882352941	5.08875	-0.557058823529412
seq146	-7.87125	34.8247058823529	4.838125	-1.20176470588235
seq147	-5.1675	34.3029411764706	5.014375	-1.10588235294118
seq148	-8.676875	35.0511764705882	4.695	-1.95470588235294
seq149	-7.78125	34.4170588235294	4.98375	-1.11764705882353
seq150	-6.334375	34.3517647058824	4.974375	-1.16588235294118
seq151	-6.911875	34.4435294117647	5.1025	-0.721176470588235
seq152	-6.798125	34.3711764705882	5.080625	-0.718823529411765
seq153	-8.00875	34.44	5.2475	0.0570588235294118
seq154	-5.62625	34.1429411764706	4.905625	-1.65764705882353
seq155	-7.68375	34.6005882352941	4.99	-0.745882352941177
seq156	-7.313125	34.29	5.034375	-0.955882352941176
seq157	-7.5525	34.4435294117647	5.106875	-0.474705882352941
seq158	-5.11125	34.2552941176471	5.011875	-1.35705882352941
seq159	-8.738125	35.1364705882353	4.805625	-1.63294117647059
seq160	-6.735625	34.3211764705882	5.124375	-0.88
seq161	-5.456875	34.1364705882353	5.1775	-0.319411764705882
seq162	-5.494375	34.3170588235294	4.998125	-1.22117647058824
seq163	-5.029375	34.2129411764706	4.9925	-1.49
seq164	-8.355625	34.91	4.855	-1.73352941176471
seq165	-8.31875	34.5570588235294	5.091875	-0.671176470588235
seq166	-9.251875	35.1041176470588	4.86125	-1.79352941176471
seq167	-7.624375	34.6558823529412	5.065	-0.908235294117647
seq168	-9.593125	35.1358823529412	4.796875	-1.07529411764706
seq169	-6.370625	34.2335294117647	4.8975	-1.20941176470588
seq170	-8.76375	35.1111764705882	4.79875	-1.42470588235294
seq171	-9.43625	35.2064705882353	4.66125	-1.66
seq172	-9.16375	35.2664705882353	4.493125	-2.33058823529412
seq173	-7.5525	34.5470588235294	5.1625	-0.418235294117647
seq174	-8.180625	34.5288235294118	5.164375	0.137647058823529
seq175	-7.87625	34.6264705882353	4.918125	-0.991176470588235
seq176	-8.061875	34.4564705882353	5.021875	-0.328235294117647
seq177	-4.783125	34.0352941176471	5.094375	-0.602941176470588
seq178	-4.018125	33.9341176470588	5.261875	-0.307058823529412
seq179	-6.910625	34.3088235294118	5.3075	0.14
seq180	-7.51375	34.4094117647059	4.90875	-0.933529411764706
seq181	-6.655625	34.1611764705882	5.288125	0.241764705882353
seq182	-5.15	34.0741176470588	4.909375	-1.40941176470588
seq183	-7.45625	34.7682352941176	4.998125	-0.652941176470588
seq184	-6.5975	34.1111764705882	5.3525	0.117647058823529
seq185	-6.30625	34.2152941176471	5.15125	-0.367647058823529
seq186	-8.9225	34.7011764705882	4.9425	-0.443529411764706
seq187	-5.975625	34.3794117647059	5.0125	-0.805882352941176
seq188	-8.633125	35.0723529411765	4.79875	-1.42588235294118
seq189	-7.48625	34.3311764705882	5.359375	0.445882352941176
seq190	-8.610625	34.8564705882353	4.835	-1.20176470588235
seq191	-7.500625	34.6823529411765	4.805625	-1.76647058823529
seq192	-4.293125	34.0135294117647	4.91	-1.53352941176471
seq193	-5.795	34.1417647058824	5.195625	-0.353529411764706
seq194	-8.661875	35.0794117647059	4.611875	-2.10411764705882
seq195	-6.13875	34.4905882352941	4.733125	-1.57294117647059
seq196	-6.215625	34.53	4.676875	-2.01588235294118
seq197	-6.953125	34.4429411764706	4.84125	-0.988823529411765
seq198	-7.9625	34.6223529411765	5.016875	-0.307647058823529
seq199	-5.85375	34.3658823529412	5.214375	-0.0629411764705882
seq200	-5.261875	34.3423529411765	5.065	-0.564705882352941
seq201	-7.05375	34.5735294117647	4.91375	-0.791764705882353
seq202	-5.4475	34.0882352941176	5.220625	-0.161764705882353
seq203	-7.515625	34.9470588235294	4.821875	-1.04235294117647
seq204	-6.86625	34.4041176470588	5.153125	-0.208235294117647
seq205	-7.880625	34.8605882352941	4.810625	-1.42352941176471
seq206	-6.950625	34.6164705882353	4.9475	-0.915294117647059
seq207	-4.63375	34.33	5.223125	-0.214705882352941
seq208	-6.718125	34.53	4.975625	-0.988823529411765
seq209	-6.201875	34.2588235294118	5.08625	-0.701764705882353
seq210	-7.946875	34.7694117647059	4.761875	-1.38529411764706
seq211	-5.448125	34.1729411764706	5.150625	-0.775294117647059
seq212	-6.149375	34.2135294117647	5.285	0.0176470588235294
seq213	-9.115	34.8370588235294	4.9825	-0.576470588235294
seq214	-6.171875	34.4129411764706	4.961875	-0.725882352941177
seq215	-7.675	35.1323529411765	4.78125	-1.57235294117647
seq216	-8.61875	34.6194117647059	5.296875	0.516470588235294
seq217	-8.579375	34.8117647058824	4.829375	-1.16176470588235
seq218	-9.0525	35.3341176470588	4.565625	-2.22176470588235
seq219	-3.794375	34.1011764705882	5.1875	-0.470588235294118
seq220	-6.610625	34.3823529411765	5.129375	-0.106470588235294
seq221	-5.543125	34.2664705882353	5.03125	-1.11470588235294
seq222	-6.688125	34.6670588235294	4.935625	-1.56882352941176
seq223	-6.605	34.3429411764706	5.058125	-0.975294117647059
seq224	-6.48375	34.4947058823529	4.9525	-1.54235294117647
seq225	-7.18875	34.6035294117647	4.855	-1.50470588235294
seq226	-6.2875	34.3641176470588	5.011875	-1.15
seq227	-6.736875	34.3252941176471	5.01375	-0.251764705882353
seq228	-4.7775	34.0541176470588	5.114375	-0.896470588235294
seq229	-6.190625	34.4082352941176	5.00625	-1.28823529411765
seq230	-7.571875	34.6376470588235	4.87875	-1.06882352941176
seq231	-6.76	34.4564705882353	5.08375	-0.662941176470588
seq232	-10.251875	35.3170588235294	4.84	-0.924117647058824
seq233	-8.1125	34.58	5.155625	-0.217647058823529
seq234	-6.650625	34.4076470588235	5.13625	-0.737647058823529
seq235	-8.478125	35.0517647058824	4.6975	-1.98411764705882
seq236	-6.420625	34.68	4.578125	-2.64941176470588
seq237	-6.516875	34.4111764705882	5.21625	-0.419411764705882
seq238	-7.48625	34.8388235294118	4.775625	-2.00294117647059
seq239	-6.9225	34.4494117647059	4.888125	-1.24176470588235
seq240	-8.696875	34.9711764705882	4.913125	-1.36294117647059
seq241	-6.575	34.4229411764706	5.018125	-1.08
seq242	-7.254375	34.8235294117647	4.79625	-1.88176470588235
seq243	-9.23875	35.1764705882353	4.8575	-1.42235294117647
seq244	-7.89625	34.8241176470588	4.764375	-2.05352941176471
seq245	-6.21375	34.5011764705882	5.136875	-0.915882352941176
seq246	-8.456875	34.8852941176471	4.950625	-1.22941176470588
seq247	-8.364375	34.7841176470588	4.976875	-0.968823529411765
seq248	-10.098125	35.4182352941177	4.599375	-1.98294117647059
seq249	-7.936875	34.2388235294118	5.166875	-0.551764705882353
seq250	-7.57125	34.5558823529412	4.963125	-1.19705882352941
seq251	-7.10625	34.2482352941176	5.081875	-0.413529411764706
seq252	-7.89125	34.3411764705882	5.028125	-1
seq253	-4.908125	34.0523529411765	4.964375	-1.47235294117647
seq254	-6.273125	34.1435294117647	5.045625	-1.14764705882353
seq255	-7.87	34.2929411764706	5.063125	-0.811764705882353
seq256	-6.066875	34.3052941176471	4.655625	-2.48764705882353
seq257	-8.5925	34.6217647058824	4.925	-0.950588235294118
seq258	-6.315	34.2205882352941	4.945	-1.31882352941176
seq259	-8.460625	34.6523529411765	4.975625	-0.984705882352941
seq260	-8.746875	34.7247058823529	4.816875	-1.29764705882353
seq261	-9.329375	34.9623529411765	4.720625	-1.72176470588235
seq262	-10.535625	35.1811764705882	4.685	-1.83588235294118
seq263	-6.250625	34.2970588235294	4.94	-1.41294117647059
seq264	-6.98375	34.3852941176471	5.208125	-0.422941176470588
seq265	-8.2725	34.2517647058824	5.065	-0.631176470588235
seq266	-6.9875	34.1917647058824	5.158125	-0.373529411764706
seq267	-5.933125	34.1858823529412	5.043125	-1.04941176470588
seq268	-8.733125	34.7847058823529	4.825625	-1.37294117647059
seq269	-10.48	35.1835294117647	4.726875	-1.44941176470588
seq270	-6.6775	34.3923529411765	5.10375	-0.654705882352941
seq271	-7.180625	34.2123529411765	4.9625	-1.11058823529412
seq272	-5.986875	34.1035294117647	5.03875	-0.698823529411765
seq273	-7.23	34.4658823529412	4.913125	-1.01352941176471
seq274	-4.9625	33.8017647058824	5.06375	-0.717058823529412
seq275	-5.664375	34.1541176470588	5.15875	-0.594705882352941
seq276	-6.345625	34.1723529411765	5.128125	-0.580588235294118
seq277	-9.265	34.9264705882353	5.045625	-0.471764705882353
seq278	-6.570625	34.1147058823529	5.146875	-0.328235294117647
seq279	-5.6525	34.4352941176471	4.96375	-1.17352941176471
seq280	-5.805625	34.0376470588235	5.06375	-0.667058823529412
seq281	-8.89875	35.0311764705882	4.98625	-1.01411764705882
seq282	-4.716875	33.9476470588235	5.190625	-0.317647058823529
seq283	-3.735625	33.9970588235294	5.043125	-0.965294117647059
seq284	-6.401875	34.09	5.1875	-0.39
seq285	-8.49875	34.8223529411765	4.78375	-0.940588235294118
seq286	-6.464375	34.1858823529412	5.265	-0.102352941176471
seq287	-6.25125	34.14	5.25125	-0.415294117647059
seq288	-5.95375	34.0652941176471	4.9775	-1.17882352941176
seq289	-4.9275	34.0923529411765	5.119375	-0.735882352941176
seq290	-7.21625	34.1923529411765	5.30625	-0.172941176470588
seq291	-7.35625	34.4488235294118	4.974375	-0.997058823529412
seq292	-6.624375	34.2282352941176	4.9775	-1.34411764705882
seq293	-4.55125	34.0482352941176	4.925625	-1.62882352941176
seq294	-8.1175	34.7811764705882	4.930625	-1.26647058823529
seq295	-6.589375	34.4058823529412	4.96625	-1.09647058823529
seq296	-7.474375	34.3188235294118	5.040625	-0.625294117647059
seq297	-5.1925	33.8158823529412	5.144375	-1.01705882352941
seq298	-3.96125	33.7541176470588	4.89625	-1.85352941176471
seq299	-4.413125	33.9576470588235	4.976875	-1.44352941176471
seq300	-8.385625	34.6188235294118	4.9425	-1.01
seq301	-4.21125	33.9876470588235	4.900625	-1.62294117647059
seq302	-8.53	34.6541176470588	4.794375	-1.42764705882353
seq303	-7.784375	34.2594117647059	4.981875	-0.797058823529412
seq304	-3.65125	33.6770588235294	5.135	-1.15176470588235
seq305	-7.61625	34.7229411764706	4.953125	-1.13588235294118
seq306	-7.199375	34.0658823529412	5.18625	-0.202352941176471
seq307	-6.26375	34.1552941176471	4.96125	-1.42411764705882
seq308	-4.04375	34.0770588235294	4.928125	-1.47
seq309	-6.086875	34.1452941176471	4.985625	-1.21117647058824
seq310	-8.279375	34.8741176470588	4.635625	-2.09941176470588
seq311	-7.26625	34.38	4.968125	-0.754117647058824
seq312	-8.09375	34.7076470588235	4.883125	-1.41764705882353
seq313	-3.7325	33.8994117647059	5.03625	-1.27529411764706
seq314	-5.8525	34.3082352941177	4.908125	-1.44764705882353
seq315	-5.284375	33.8911764705882	4.98375	-1.34588235294118
seq316	-6.969375	34.2688235294118	5.073125	-0.775882352941176
seq317	-6.48	34.2494117647059	5.16875	-0.0917647058823529
seq318	-4.889375	33.6317647058824	5.261875	-0.487058823529412
seq319	-3.665	33.8005882352941	5.174375	-0.782941176470588
seq320	-5.741875	34.1964705882353	4.889375	-1.11705882352941
seq321	-4.83125	33.9747058823529	4.98625	-1.5
seq322	-4.890625	33.9164705882353	5.22375	-0.532352941176471
seq323	-4.746875	33.9505882352941	5.23625	-0.260588235294118
seq324	-7.413125	34.2935294117647	5.1	-0.707058823529412
seq325	-6.79625	34.1817647058824	5.164375	-0.808823529411765
seq326	-7.648125	34.0241176470588	5.1775	-0.322352941176471
seq327	-7.676875	34.4735294117647	4.958125	-1.28470588235294
seq328	-7.6675	34.4764705882353	4.958125	-1.19470588235294
seq329	-7.255625	34.2217647058824	5.0925	-0.558823529411765
seq330	-7.715	34.49	5.0525	-0.547647058823529
seq331	-6.525	34.0288235294118	5.25625	0.0535294117647059
seq332	-7.33	34.4564705882353	5.178125	-0.586470588235294
seq333	-6.875	34.0511764705882	5.260625	0.287058823529412
seq334	-7.87125	34.4841176470588	4.875625	-1.4
seq335	-5.9975	34.26	5.31875	-0.0452941176470588
seq336	-7.579375	34.4464705882353	5.086875	-0.834117647058824
seq337	-5.2125	33.9205882352941	5.0675	-0.938823529411765
seq338	-6.70125	34.0611764705882	5.296875	0.120588235294118
seq339	-6.11875	34.0135294117647	5.055	-0.826470588235294
seq340	-7.438125	34.1317647058824	5.045625	-0.677058823529412
seq341	-6.56125	34.0270588235294	5.244375	-0.385294117647059
seq342	-6.83125	34.2405882352941	5.115625	-0.772941176470588
seq343	-5.44875	34.0447058823529	4.96875	-1.53
seq344	-6.370625	34.4135294117647	5.028125	-0.901176470588235
seq345	-7.0125	34.2229411764706	5.0175	-1.33294117647059
seq346	-7.490625	34.1447058823529	5.128125	-0.655294117647059
seq347	-6.8675	34.2252941176471	5.09	-0.942941176470588
seq348	-6.466875	34.3141176470588	4.959375	-1.28117647058824
seq349	-6.801875	34.3405882352941	5.08	-0.792352941176471
seq350	-3.474375	33.8505882352941	5.108125	-1.16235294117647
seq351	-4.5675	34.0335294117647	5.28125	-0.48
seq352	-5.60375	34.1552941176471	4.99625	-1.05823529411765
seq353	-7.426875	34.1658823529412	5.035	-0.532941176470588
seq354	-7.3325	34.0770588235294	5.53375	0.835294117647059
seq355	-6.83125	34.2258823529412	5.0375	-1.21058823529412
seq356	-7.043125	34.7564705882353	4.758125	-2.07352941176471
seq357	-8.335	34.5935294117647	4.998125	-1.16882352941176
seq358	-6.58	34.0858823529412	5.0975	-0.498235294117647
seq359	-7.075625	34.6088235294118	4.8675	-1.60352941176471
seq360	-8.1475	34.82	4.78	-1.38176470588235
seq361	-5.78	34.0170588235294	4.965	-0.722941176470588
seq362	-6.361875	34.2670588235294	4.98125	-1.04529411764706
seq363	-7.879375	34.4188235294118	5.050625	-0.367647058823529
seq364	-9.445	34.9388235294118	4.80875	-0.78
seq365	-7.588125	34.47	4.989375	-0.527058823529412
seq366	-6.63375	34.24	5.23375	0.0770588235294118
seq367	-6.573125	34.4882352941176	4.781875	-1.55529411764706
seq368	-7.02	34.5082352941176	5.17	-0.263529411764706
seq369	-6.67125	34.4164705882353	4.903125	-1.24
seq370	-5.35125	34.0552941176471	5.126875	-0.444117647058824
seq371	-4.23875	34.0570588235294	5.17875	-0.573529411764706
seq372	-6.176875	34.2729411764706	5.22125	-0.0894117647058823
seq373	-6.914375	34.2547058823529	4.96625	-0.971764705882353
seq374	-3.580625	33.7070588235294	5.020625	-1.35705882352941
seq375	-7.935	34.7764705882353	4.73875	-1.75411764705882
seq376	-4.966875	33.9652941176471	5.14875	-0.575882352941176
seq377	-5.42	33.87	5.07	-0.918235294117647
seq378	-6.350625	34.3488235294118	4.776875	-1.78176470588235
seq379	-7.528125	34.3323529411765	5.098125	0.031764705882353
seq380	-4.9875	33.7941176470588	5.160625	-0.498235294117647
seq381	-3.703125	33.8929411764706	5.305	-0.0594117647058824
seq382	-6.128125	34.2941176470588	5.1925	-0.04
seq383	-6.4575	34.29	4.89	-1.37882352941176
seq384	-7.3075	34.4217647058824	4.866875	-1.34294117647059
seq385	-5.553125	34.2258823529412	4.951875	-0.975294117647059
seq386	-5.1	34.2011764705882	5.038125	-1.02352941176471
seq387	-5.04625	34.1505882352941	4.93375	-1.26588235294118
seq388	-6.771875	34.0964705882353	5.2175	-0.0217647058823529
seq389	-6.19625	34.0041176470588	5.14	-0.56235294117647
seq390	-6.489375	34.0752941176471	5.12125	-0.645882352941176
seq391	-6.64375	34.3564705882353	4.965	-1.15529411764706
seq392	-4.603125	33.9241176470588	5.269375	-0.107647058823529
seq393	-7.869375	34.7529411764706	4.809375	-1.61882352941176
seq394	-4.848125	33.7982352941176	5.17125	-0.754117647058824
seq395	-5.766875	34.0617647058824	4.91	-1.29882352941176
seq396	-5.585	33.8970588235294	5.229375	-0.384117647058824
seq397	-7.89625	34.4394117647059	5.32625	0.310588235294118
seq398	-6.421875	34.2758823529412	4.7825	-1.51411764705882
seq399	-5.898125	34.1576470588235	5.151875	-0.489411764705882
seq400	-4.578125	34.0758823529412	5.18	-0.518235294117647
seq401	-6.975	34.1605882352941	5.38875	0.512352941176471
seq402	-9.114375	34.7152941176471	4.9375	-0.488823529411765
seq403	-8.26375	34.4482352941176	5.099375	-0.333529411764706
seq404	-8.500625	35.0035294117647	4.67625	-2.00352941176471
seq405	-6.029375	34.1594117647059	4.87875	-1.64882352941176
seq406	-7.4275	34.5247058823529	5.016875	-1.05705882352941
seq407	-6.48875	34.4735294117647	4.854375	-1.37588235294118
seq408	-4.02125	33.9123529411765	5.189375	-0.718823529411765
seq409	-4.906875	33.8982352941176	4.96125	-1.42117647058824
seq410	-6.389375	34.0876470588235	5.243125	-0.0876470588235295
seq411	-5.80625	34.1217647058823	5.425	0.335882352941176
seq412	-5.57875	34.1376470588235	5.13375	-0.366470588235294
seq413	-5.339375	34.2941176470588	4.975625	-1.11
seq414	-4.969375	34.0505882352941	5.010625	-1.13529411764706
seq415	-5.97875	34.0241176470588	5.376875	0.0841176470588235
seq416	-6.205	34.1764705882353	4.93875	-1.45
seq417	-7.438125	34.2347058823529	5.186875	-0.195294117647059
seq418	-6.1425	34.2782352941176	5.054375	-1.21882352941176
seq419	-5.435625	34.0917647058824	5.08375	-0.877058823529412
seq420	-5.314375	34.0735294117647	5.119375	-0.676470588235294
seq421	-4.808125	34.02	4.994375	-0.967647058823529
seq422	-6.141875	34.1229411764706	4.89	-1.13882352941176
seq423	-4.688125	33.9088235294118	4.983125	-1.12352941176471
seq424	-6.511875	34.1223529411765	5.2275	-0.00823529411764705
seq425	-5.924375	34.0594117647059	5.176875	-0.431176470588235
seq426	-4.9075	33.8676470588235	5.348125	-0.226470588235294
seq427	-5.915625	34.2817647058824	5.05125	-0.927058823529412
seq428	-5.88625	34.2829411764706	4.886875	-1.47764705882353
seq429	-6.213125	34.07	5.18375	-0.431764705882353
seq430	-4.181875	33.7617647058824	5.33125	-0.271176470588235
seq431	-4.3175	33.94	5.2275	-0.191764705882353
seq432	-6.54125	34.2564705882353	4.918125	-1.33235294117647
seq433	-4.429375	33.7958823529412	5.106875	-0.777647058823529
seq434	-4.460625	33.9735294117647	5.254375	-0.226470588235294
seq435	-5.478125	34.0941176470588	5.0625	-0.703529411764706
seq436	-5.01125	34.0958823529412	4.929375	-1.61529411764706
seq437	-7.665625	34.4329411764706	5.03375	-0.266470588235294
seq438	-5.606875	33.9905882352941	4.906875	-1.33470588235294
seq439	-8.32125	34.7041176470588	4.68875	-1.94470588235294
seq440	-6.84	34.0758823529412	5.12625	-0.504705882352941
seq441	-6.71875	34.3276470588235	5.22375	-0.317647058823529
seq442	-7.718125	34.44	4.945625	-1.35176470588235
seq443	-7.155625	34.4235294117647	5.03625	-0.955294117647059
seq444	-5.03	33.9611764705882	5.31125	-0.303529411764706
seq445	-6.62375	34.0764705882353	5.123125	-0.602352941176471
seq446	-3.541875	33.7511764705882	5.158125	-0.908823529411765
seq447	-5.625625	33.8982352941176	5.21	-0.44
