Sequence	Average_ProT	Average_HelT	Average_MGW	Average_Roll
seq67	-7.14947368421053	34.5785	4.78578947368421	-1.9675
seq68	-6.83736842105263	34.2545	5.15263157894737	-0.505
seq69	-5.41842105263158	34.2155	5.00578947368421	-1.236
seq70	-7.51947368421053	34.5035	4.97052631578947	-0.747
seq71	-6.1778947368421	33.979	5.19157894736842	-0.6335
seq72	-5.51105263157895	34.1455	4.94526315789474	-1.4305
seq73	-6.45789473684211	34.333	5.13894736842105	-0.5675
seq74	-7.99526315789474	34.828	4.77736842105263	-1.6475
seq75	-4.71052631578947	33.917	5.14578947368421	-1.0175
seq76	-6.88736842105263	34.4215	5.01842105263158	-0.718
seq77	-4.80368421052632	34.001	5.03631578947368	-1.029
seq78	-6.63947368421053	34.18	5.3	0.033
seq79	-6.77842105263158	34.2425	5.05421052631579	-0.633
seq80	-7.95578947368421	34.7465	4.96368421052632	-0.9595
seq81	-6.18684210526316	34.2545	4.94421052631579	-1.1025
seq82	-6.03894736842105	34.158	5.15368421052632	-0.4955
seq83	-4.16631578947368	33.9575	5.10842105263158	-0.8565
seq84	-5.5	34.2565	4.83315789473684	-1.749
seq85	-6.28263157894737	33.974	5.12736842105263	-1.0055
seq86	-6.38210526315789	34.0775	5.07947368421053	-0.755
seq87	-7.09631578947368	34.6285	5.13947368421053	-0.4605
seq88	-5.14105263157895	33.9755	5.10315789473684	-0.9425
seq89	-4.85	33.959	5.05789473684211	-1.092
seq90	-6.03736842105263	33.992	5.02157894736842	-1.195
seq91	-5.84105263157895	34.0675	5.29157894736842	-0.059
seq92	-4.84736842105263	33.978	5.10684210526316	-0.775
seq93	-5.78473684210526	34.047	5.03	-1.051
seq94	-6.91157894736842	34.2775	5.16315789473684	-0.426
seq95	-7.61789473684211	34.7925	4.72	-1.7325
seq96	-6.28473684210526	34.33	4.98578947368421	-1.1765
seq97	-7.3621052631579	34.593	4.93894736842105	-1.4945
seq98	-8.73842105263158	34.742	5.05263157894737	-0.4785
seq99	-8.06578947368421	34.586	5.12526315789474	-0.7415
seq100	-6.14736842105263	34.22	5.13789473684211	-0.6305
seq101	-7.09157894736842	34.4875	4.94842105263158	-0.967
seq102	-7.71210526315789	34.358	5.06684210526316	-0.693
