Sequence	Average_ProT	Average_HelT	Average_MGW	Average_Roll
seq293	-4.1425	34.2094117647059	5.08375	-1.14058823529412
seq294	-6.37625	34.2947058823529	5.03	-0.81
seq295	-4.084375	33.87	5.20875	-0.666470588235294
seq296	-6.410625	34.4670588235294	5.0125	-0.748823529411765
seq297	-6.170625	34.0552941176471	5.128125	-0.684117647058823
seq298	-5.755	34.1335294117647	5.165625	-0.661764705882353
seq299	-4.703125	33.9476470588235	5.03125	-1.14294117647059
seq300	-6.37375	33.9564705882353	5.110625	-0.814117647058824
seq301	-6.995625	34.1135294117647	5.18125	-0.334117647058824
seq302	-5.6025	34.1976470588235	5.14625	-0.904117647058824
seq303	-4.87625	34.1223529411765	5.4075	0.143529411764706
seq304	-5.095625	34.1558823529412	5.14125	-0.975294117647059
seq305	-5.10125	34.3429411764706	5.016875	-1.17352941176471
seq306	-5.649375	34.2941176470588	5.150625	-1.01235294117647
seq307	-9.3725	34.6605882352941	5.184375	0.0394117647058823
seq308	-6.79375	34.0352941176471	5.14625	-0.392941176470588
seq309	-5.34875	34.1076470588235	5.02375	-1.11588235294118
seq310	-5.935625	34.0464705882353	5.280625	0.07
seq311	-6.35	34.2129411764706	5.231875	-0.138235294117647
seq312	-6.993125	34.5264705882353	4.88	-1.27411764705882
seq313	-5.815625	34.1605882352941	5.0625	-0.741764705882353
seq314	-4.7825	34.1741176470588	5.04625	-1.03235294117647
seq315	-4.440625	34.0176470588235	5.015	-1.14117647058824
seq316	-5.983125	34.3670588235294	4.8375	-1.57411764705882
seq317	-6.2375	34.2929411764706	5.203125	-0.338235294117647
seq318	-6.72875	34.2182352941176	5.271875	-0.107058823529412
seq319	-6.309375	34.3664705882353	5.285	0.222941176470588
seq320	-5.715	34.2082352941176	5.17375	-0.499411764705882
seq321	-4.9825	33.9382352941176	5.0075	-0.979411764705882
seq322	-3.791875	33.9247058823529	4.914375	-1.78529411764706
seq323	-5.148125	34.21	5.28625	-0.452941176470588
seq324	-4.91375	33.8970588235294	4.995625	-1.39882352941176
seq325	-5.288125	34.1129411764706	4.963125	-1.33352941176471
seq326	-8.550625	34.7370588235294	4.84125	-1.48882352941176
seq327	-4.644375	33.7011764705882	5.203125	-0.880588235294118
seq328	-4.596875	34.0152941176471	5.23375	-0.262941176470588
seq329	-3.171875	33.7747058823529	5.0875	-0.995294117647059
seq330	-6.50375	34.5052941176471	5.06625	-0.707058823529412
seq331	-6.995625	34.41	5.104375	-0.504705882352941
seq332	-5.32	34.2741176470588	4.979375	-1.14176470588235
seq333	-6.306875	34.3976470588235	4.91375	-1.08882352941176
seq334	-9.705	34.8994117647059	4.8525	-1.03058823529412
seq335	-5.385	34.19	5.026875	-0.910588235294118
seq336	-7.65375	34.8094117647059	4.846875	-1.06588235294118
seq337	-5.98375	34.3976470588235	4.88125	-1.42941176470588
seq338	-5.645	34.3947058823529	5.05125	-0.825294117647059
seq339	-6.0825	34.4158823529412	5.044375	-0.839411764705882
seq340	-7.914375	34.6158823529412	5.07375	-0.541764705882353
seq341	-6.766875	34.4594117647059	4.99625	-1.17058823529412
seq342	-5.533125	34.1576470588235	5.095625	-0.665882352941176
seq343	-4.4675	34.1270588235294	5.034375	-1.09882352941176
seq344	-7.169375	34.2388235294118	5.125	-0.349411764705882
seq345	-6.020625	34.0958823529412	5.2675	0.0264705882352941
seq346	-8.0175	34.7776470588235	5.1975	-0.171764705882353
seq347	-5.7475	34.0282352941176	5.131875	-0.608823529411765
seq348	-5.966875	34.4823529411765	5.1775	-0.412941176470588
seq349	-5.241875	34.0517647058824	5.185	-0.528235294117647
seq350	-7.524375	34.67	5.18875	-0.342941176470588
seq351	-6.485625	34.4547058823529	4.78875	-1.73352941176471
seq352	-5.1125	34.2682352941176	5.048125	-0.827058823529412
seq353	-7.5025	34.7376470588235	4.830625	-1.49588235294118
seq354	-7.410625	34.3935294117647	5.048125	-0.952941176470588
seq355	-5.469375	34.0541176470588	5.08875	-0.972941176470588
seq356	-6.65875	34.4129411764706	5.13625	-0.654705882352941
seq357	-5.96	34.2576470588235	5.041875	-1.16294117647059
seq358	-8.195	34.4411764705882	5.210625	0.108823529411765
seq359	-7.713125	34.8535294117647	4.886875	-1.52764705882353
seq360	-7.621875	34.85	4.75875	-1.86176470588235
seq361	-7.404375	34.7176470588235	4.8975	-1.33470588235294
seq362	-7.44	34.8052941176471	4.62125	-2.14705882352941
seq363	-6.3175	34.0435294117647	5.09875	-0.326470588235294
seq364	-5.939375	34.0911764705882	5.02625	-0.864117647058824
seq365	-6.709375	34.4952941176471	4.8175	-1.71529411764706
seq366	-5.6975	34.0394117647059	5.244375	-0.245882352941176
seq367	-5.66	34.2641176470588	5.025	-1.25764705882353
seq368	-6.375	34.1235294117647	5.1725	-0.347058823529412
seq369	-5.3525	34.0405882352941	5.115625	-0.744705882352941
seq370	-5.393125	34.0082352941176	5.19875	-0.368235294117647
seq371	-4.941875	33.9194117647059	5.08	-0.842941176470588
seq372	-5.69125	34.1452941176471	5.085	-0.609411764705882
seq373	-5.719375	33.9694117647059	4.988125	-1.07882352941176
seq374	-4.786875	34.1258823529412	5.098125	-0.672352941176471
seq375	-5.493125	33.9970588235294	4.9525	-1.14941176470588
seq376	-4.860625	34.0929411764706	5.306875	0.0441176470588235
seq377	-6.028125	34.2705882352941	4.84625	-1.72470588235294
seq378	-6.42875	34.4488235294118	5.068125	-0.855294117647059
seq379	-5.81125	34.4288235294118	4.844375	-1.83294117647059
seq380	-6.64125	34.4888235294118	5.23	-0.0194117647058823
seq381	-9.866875	35.4147058823529	4.565625	-2.22411764705882
seq382	-4.429375	33.8917647058824	5.048125	-1.18352941176471
seq383	-4.65125	34.1829411764706	5.15875	-0.637647058823529
seq384	-5.20875	34.2041176470588	5.2425	-0.378823529411765
seq385	-6.97625	34.4505882352941	5.17875	-0.269411764705882
seq386	-4.575	34.0482352941176	4.95625	-1.56823529411765
seq387	-6.130625	34.2047058823529	5.190625	-0.224705882352941
seq388	-7.061875	34.5023529411765	4.914375	-1.53058823529412
seq389	-5.71625	34.2147058823529	5.03125	-0.957058823529412
seq390	-6.08125	34.2041176470588	5.015	-1.11411764705882
seq391	-4.60375	33.9705882352941	5.245	-0.684117647058823
seq392	-8.0075	34.5717647058824	5.031875	-0.762352941176471
seq393	-3.990625	34.0047058823529	5.094375	-1.23529411764706
seq394	-4.051875	34.0135294117647	5.156875	-0.842941176470588
seq395	-5.6125	34.2952941176471	5.228125	-0.212941176470588
seq396	-4.064375	34.0635294117647	4.8925	-1.79588235294118
seq397	-8.3875	34.2694117647059	5.30875	0.128823529411765
seq398	-6.06125	34.3123529411765	5.203125	-0.453529411764706
seq399	-11.66625	35.37	4.875	-1.32117647058824
seq400	-8.834375	34.4711764705882	5.181875	0.504705882352941
seq401	-5.26875	34.2229411764706	4.920625	-1.43705882352941
seq402	-5.28625	34.0276470588235	5.170625	-0.617647058823529
seq403	-4.699375	34.0847058823529	5.2275	-0.357058823529412
seq404	-8.126875	34.4217647058824	5.18875	-0.139411764705882
seq405	-4.54125	34.1529411764706	5.123125	-0.705294117647059
seq406	-4.585625	34.1911764705882	5.08125	-0.885882352941177
seq407	-7.18375	34.2752941176471	5.2325	0.238823529411765
seq408	-6.144375	34.2864705882353	5.119375	-0.607058823529412
seq409	-9.031875	34.5335294117647	4.92875	-0.935294117647059
seq410	-5.616875	34.1141176470588	5.04875	-0.741764705882353
seq411	-9.615625	34.5194117647059	5.183125	-0.11
seq412	-7.275	34.4494117647059	5.0025	-0.963529411764706
seq413	-5.76375	34.2294117647059	5.198125	-0.368235294117647
seq414	-5.685625	34.36	5.088125	-0.979411764705882
seq415	-7.638125	34.9735294117647	4.568125	-2.39411764705882
seq416	-9.665	34.8876470588235	4.843125	-1.38705882352941
seq417	-8.061875	34.3588235294118	5.150625	-0.311764705882353
seq418	-4.913125	33.8717647058823	4.946875	-1.46705882352941
seq419	-6.791875	34.8941176470588	4.478125	-2.90588235294118
seq420	-8.796875	35.0217647058824	4.9025	-1.03352941176471
seq421	-8.135625	34.6617647058824	4.87	-1.24352941176471
seq422	-4.560625	33.9958823529412	4.868125	-1.51588235294118
seq423	-6.514375	34.1358823529412	4.95625	-1.01882352941176
seq424	-10.6975	35.5511764705882	4.5375	-2.02294117647059
seq425	-5.551875	34.0864705882353	4.965	-1.26176470588235
seq426	-4.701875	34.0282352941176	5.205625	-0.360588235294118
seq427	-6.34625	34.3176470588235	4.7875	-1.24176470588235
seq428	-4.824375	34.1147058823529	4.800625	-1.64411764705882
seq429	-6.95125	34.2752941176471	4.8975	-1.39176470588235
seq430	-6.13125	34.4705882352941	4.805625	-1.44470588235294
seq431	-6.550625	34.2664705882353	4.78375	-1.55588235294118
seq432	-6.604375	34.2411764705882	5.040625	-0.568235294117647
seq433	-7.79125	34.5323529411765	5.06	-0.718235294117647
seq434	-5.6675	34.1935294117647	5.121875	-0.59
seq435	-4.155	33.8688235294118	5.00625	-1.32529411764706
seq436	-4.413125	33.9917647058824	5.1725	-0.755882352941176
seq437	-3.155	33.8152941176471	5.09625	-1.04764705882353
seq438	-5.954375	34.25	4.975625	-0.983529411764706
seq439	-3.80625	33.7276470588235	5.065625	-1.05647058823529
seq440	-4.49375	34.0552941176471	4.9075	-1.57352941176471
seq441	-3.028125	33.71	5.095625	-1.12117647058824
seq442	-5.608125	34.2117647058824	5.209375	-0.469411764705882
seq443	-7.116875	34.3729411764706	4.900625	-1.07117647058824
seq444	-5.951875	33.9929411764706	5.023125	-1.14647058823529
seq445	-4.495	34.1135294117647	5.016875	-1.06588235294118
seq446	-7.00625	34.0805882352941	5.22625	-0.255882352941177
